Subject,Body
Unified Mentor is hiring a Machine Learning Intern,"Machine Learning Intern
Unified Mentor
India
High skills match
VP of Artificial Intelligence Innovation, Trilogy (Remote) - $200,000/year USD
Crossover
Gurgaon
Be first of 6 to apply
Work from Home India
TELUS Digital
Pune
This company is actively hiring
Code Warrior
Outlier
India
1 school alum
Campus CEO
Soul AI
India
High skills match
Director of Engineering
Weekday AI (YC W21)
India
High experience match
Apply with resume & profile
Jobs where you’re a top applicant
Unlock the full list of jobs with Premium.
You are receiving Jobs You Might Be Interested In emails."
You have 25 notifications about Ambarish and others,"View your notifications
Go to Facebook
Hi Manjusha,
You have 25 unread notifications to review
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
5 messages from Khoobsurat and 2 others
4 friend requests
16 other new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
"Ambarish, is NeuroAssist hiring?",Talk to the right people for your job.
I want to connect,"adarsh is waiting for your response
Hi Ambarish, I’d like to join your professional network
adarsh pawade
CSE DIPLOMA || O.L.SH || Ex-intern CodeCraft
Nanded
4 connections in common
Build your network with InMail"
EPAM Systems is hiring a Senior Python Developer,"Senior Python Developer
EPAM Systems
Surat
This company is actively hiring
Apply with resume & profile
React Native Volunteer (Unpaid & Remote)
Kiran Foundation
India
High skills match
Apply with resume & profile
Python Developer with Azure
Kaara
India
This company is actively hiring
Apply with resume & profile
English Teacher- Work from Home (UAE Shift)
PlanetSpark
Pune
This company is actively hiring
Sr. Python Developer
PeopleTree Knowledge Services
Indore
Be first of 10 to apply
Kok Borok Linguistic projects (Remote)
Sigma AI
India
Be first of 5 to apply
Jobs where you’re a top applicant
Unlock the full list of jobs with Premium.
You are receiving Jobs You Might Be Interested In emails."
You have an invitation,"Suyash is waiting for your response
Hi Ambarish, I’d like to join your professional network
Suyash Khandagale
| Second Year Computer Science Student | AI & ML Enthusiast | Passionate Learner & Problem Solver |
Mumbai
20 connections in common
Build your network with InMail"
👤 Neeta Bhopalkar is a new friend suggestion for you,"Find more friends
Hi Manjusha,
Add the people you know to see their photos and updates.
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
You have 24 notifications about Ambarish and others,"View your notifications
Go to Facebook
Hi Manjusha,
You have 24 unread notifications to review
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
5 messages from Priti Chidrawar Wattamwar and 2 others
4 friend requests
15 other new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
I want to connect,"Neha, Intern from EY is waiting for your response
Hi Ambarish, I’d like to join your professional network
Neha Daripelly
Aspiring AIML Student | Passionate about AI,ML ,Deep learning,NLP, Data analysis &web development | Seeking internships
Hyderabad
4 connections in common
Build your network with InMail"
BTS V - KIM TAEHYUNG 💜 and 5 others are new Group suggestions for you,"Hi Manjusha,
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
I want to connect,"Vedant, Digital Marketing from BDigitaU is waiting for your response
Hi Ambarish, I’d like to join your professional network
Vedant Thakur
Digital Marketing / Media Marketing / Brand Marketing / Content Writing / Social Media Executive
Pune
21 connections in common
Build your network with InMail"
You have 27 notifications about Ambarish and others,"View your notifications
Go to Facebook
Hi Manjusha,
You have 27 unread notifications to review
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
5 messages from Khoobsurat and 2 others
4 friend requests
18 other new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
I want to connect,"Abhishek, SAP ABAP Internship Trainee from Pravi is waiting for your response
Hi Ambarish, I’d like to join your professional network
Abhishek Jaiswar
Student at Marathwada Mitra Mandal's College of Commerce, Pune 4
Pune
1 connection in common
Build your network with InMail"
I want to connect,"Omkar is waiting for your response
Hi Ambarish, I’d like to join your professional network
Omkar Kadam
C || c++ || Java || python || frontend(HTML)
Nanded
24 connections in common
Build your network with InMail"
201 profile views,"Your profile is looking great
Your work and accomplishments are being recognized
201 profile views"
"Ambarish, reactivate your Premium trial to see who viewed your profile",Thanks for being a valued member. We'd like to invite you back to Premium.
Cerebrone.ai is hiring a Full stack Python development intern,"Full stack Python development intern
Cerebrone.ai
India
High skills match
Apply with resume & profile
VP of Artificial Intelligence Innovation, Trilogy (Remote) - $200,000/year USD
Crossover
Gurgaon
Be first of 10 to apply
Ethical Hacking Mentoring
SOLUGE
Kanpur Nagar
Be first of 19 to apply
Apply with resume & profile
Vice President of Software Engineering
Confidential Startup SaaS Company
India
High experience match
Apply with resume & profile
Campus CEO
Soul AI
India
High skills match
Director of Engineering
Certify
India
High experience match
Stand out and get ahead
Apply to jobs where you’re a top applicant based on your skills and experience.
You are receiving Jobs You Might Be Interested In emails."
STAR Pravah recently shared a post,"Hi Manjusha,
""काव्या वसुंधरावर चिडली…
‘लग्नानंतर होईलच प्रेम’
सोम-रवि सायं. 7:00 वा. Star प्रवाहवर...
#LagnanantarHoilachPrem #StarPravah""
View more from this creator
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
I want to connect,"Omkar, Intern from Dream Webies Pvt. Ltd. is waiting for your response
Hi Ambarish, I’d like to join your professional network
Omkar Mahajan
IT'27 |""Aspiring IT Engineer | Flutter Developer | AI & Python Enthusiast""
Pune
4 connections in common
Build your network with InMail"
I want to connect,"Tanmay is waiting for your response
Hi Ambarish, I’d like to join your professional network
Tanmay Gaidhani
--
Nanded
20 connections in common
Build your network with InMail"
👤 Namdev Phulari is a new friend suggestion for you,"Find more friends
Hi Manjusha,
Add the people you know to see their photos and updates.
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
TELUS Digital is hiring a Work from Home India,"Work from Home India
TELUS Digital
Jabalpur
This company is actively hiring
VP of Artificial Intelligence Innovation, Trilogy (Remote) - $200,000/year USD
Crossover
Chandigarh
Be first of 14 to apply
Gen Al | PAN India
Capgemini
Pune
1 connection
Google Cloud functions expert
Herbal Rejoice
Hyderabad
Be first of 15 to apply
Apply with resume & profile
RABLO remote internship (software testor)
Rablo
Lucknow
This company is actively hiring
Apply with resume & profile
Data Scientist Intern
TwiLearn Inc
Noida
High skills match
Job search smarter with Premium
Premium subscribers are 39% more likely to hear back from recruiters on average.
You are receiving Jobs You Might Be Interested In emails."
I want to connect,"Pranav is waiting for your response
Hi Ambarish, I’d like to join your professional network
Pranav Pawar
MGM COLLEGE OF ENGINEERING NANDED
Nanded
71 connections in common
Build your network with InMail"
Tiffin Services Pune and 7 others are new Group suggestions for you,"Hi Manjusha,
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
You have 30 notifications about Ambarish and others,"View your notifications
Go to Facebook
Hi Manjusha,
You have 30 unread notifications to review
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
5 messages from Khoobsurat and 2 others
4 friend requests
21 other new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025"
Ayush Padmawar and others have added 4 comments on Piyush Mahajan post.,"Ayush Padmawar and others have added 4 comments on Piyush Mahajan post.
“Congrats! Piyush bhaiya”
Thrilled to have completed the 🤗 AI Agents Course! 🚀
Dived deep into AI Agent design, explored libraries like smolagents…"
I want to connect,"Surakarapu Shanmukh, Intern from Intel Corporation is waiting for your response
Hi Ambarish, I’d like to join your professional network
Surakarapu Shanmukh Srinivas
Student
Secunderābād
2 connections in common
Build your network with InMail"
I want to connect,"Chiru Deep, Data Science Intern from Prodian Infotech Private Limited is waiting for your response
Hi Ambarish, I’d like to join your professional network
Chiru Deep Abhimalla
Aspiring Data Scientist | Data Analyst
Actively looking for roles in Data Science and Data Analytics
Hyderabad
3 connections in common
Build your network with InMail"
TELUS Digital is hiring a Work from Home India,"Work from Home India
TELUS Digital
Jabalpur
This company is actively hiring
CAT Aspirant (Freelance)
Soul AI
Pune
High experience match
Informix DBA_Remote India (fast joiners preferred)
Luxoft
India
This company is actively hiring
Apply with resume & profile
Social Work internship
Subhansh Sewa Trust
New Delhi
This company is actively hiring
Apply with resume & profile
Kok Borok Linguistic projects (Remote)
Sigma AI
India
This company is actively hiring
React native intern
Cehpoint E-Learning & Cyber security solutions
Greater Kolkata Area
High skills match
Apply with resume & profile
Job search smarter with Premium
Premium subscribers are 39% more likely to hear back from recruiters on average.
You are receiving Jobs You Might Be Interested In emails."
I want to connect,"Aakash is waiting for your response
Hi Ambarish, I’d like to join your professional network
Aakash Kumar Suman
CSE'26 at The National Institute of Engineering, Mysuru
Bhagalpur
2 connections in common
Build your network with InMail"
